"","Q006","TP_ESCOLA","TP_SEXO","TP_ESTADO_CIVIL","TP_COR_RACA","NU_IDADE","TP_ST_CONCLUSAO","Q025","Q001","Q002","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","NU_NOTA_REDACAO","NOTA_MEDIA","NOTA_MEDIA_GROUPPED"
"65951","K",1,"F",1,1,23,1,"B","C","G",664.2,683.1,628.7,644.8,860,696.16,13
"65953","C",1,"F",1,1,19,1,"B","D","G",539.1,619.5,564.1,575.4,840,627.62,12
"65960","C",1,"F",1,1,16,3,"B","E","C",409.2,492.6,532.9,412.8,560,481.5,9
"65965","L",1,"M",1,1,22,1,"B","G","G",609.5,583.7,615.8,527.6,580,583.32,11
"65971","H",3,"M",1,1,17,2,"B","F","F",616.6,586.7,598,724,800,665.06,13
"65974","F",2,"M",1,1,18,2,"B","E","F",478.8,479.5,490.1,591,600,527.88,10
"65979","N",1,"F",1,3,17,1,"B","F","G",557.7,582.9,589.6,667.4,860,651.52,13
"66013","C",1,"M",1,3,27,1,"A","H","E",378.6,508.4,509.1,432.7,480,461.76,9
"66043","E",1,"F",1,1,21,1,"B","E","E",564.4,641.2,611,642.2,940,679.76,13
"66065","H",2,"F",1,1,18,2,"B","F","F",624.4,637.2,618.9,729.8,840,690.06,13
"66067","E",2,"F",1,1,18,2,"B","C","F",506.7,565.2,591.8,636.5,600,580.04,11
"66068","E",1,"F",1,1,19,1,"B","D","D",452.8,498.9,550.4,499.9,760,552.4,11
"66075","C",1,"M",1,3,26,1,"B","C","F",531.7,571.4,584.1,641,820,629.64,12
"66112","B",2,"F",1,3,18,2,"B","E","E",373.8,479.6,536.1,419.5,600,481.8,9
"66113","H",2,"F",1,3,18,2,"B","F","E",573.4,580.9,612.7,691.1,600,611.62,12
"66117","G",2,"M",1,1,18,2,"B","F","G",624.8,601.3,567.2,758.5,580,626.36,12
"66136","F",3,"M",1,1,17,2,"B","F","E",556.6,591.2,567.2,550.2,580,569.04,11
"66139","G",1,"M",1,3,22,1,"B","D","B",563.2,558.4,553.6,707.1,580,592.46,11
"66178","L",1,"F",0,1,29,1,"B","F","G",527.8,538.3,549.8,495.5,620,546.28,10
"66182","E",1,"F",0,3,42,1,"B","E","E",501.2,588.4,605.5,616.3,320,526.28,10
"66183","O",3,"F",1,3,17,2,"B","G","G",596.2,651.3,622.4,646.6,900,683.3,13
"66186","D",2,"M",1,1,18,2,"B","B","G",579,477,554.7,557.4,520,537.62,10
"66191","D",1,"F",1,2,27,1,"B","G","G",522.4,473.5,543.2,489.3,680,541.68,10
"66202","G",2,"M",1,1,18,2,"B","G","G",428.3,535.4,536,550.5,580,526.04,10
"66219","E",1,"F",0,1,29,1,"B","B","B",509.6,596.2,568.2,481.7,700,571.14,11
"66312","L",1,"M",1,1,27,1,"B","H","H",482.9,547.5,503.4,529.5,580,528.66,10
"66313","I",1,"F",1,1,19,1,"B","F","E",581.6,612.6,589.4,642.2,880,661.16,13
"66371","N",3,"M",1,3,17,2,"B","F","G",595.3,573.9,599,796.3,580,628.9,12
"66386","F",1,"F",1,1,19,1,"B","F","F",628,670.2,625,711.6,940,714.96,14
"66394","N",3,"F",1,1,19,2,"B","F","G",535.7,561.2,555.7,516.3,560,545.78,10
"66402","C",1,"F",1,3,25,1,"B","H","D",436.9,495.5,516.3,599.3,640,537.6,10
"66425","L",2,"M",1,1,18,2,"B","G","F",586.8,665.3,615.8,737.7,760,673.12,13
"66467","C",1,"F",1,3,24,1,"A","B","B",425.3,357.7,445.1,441.3,400,413.88,8
"66472","L",3,"F",1,1,18,2,"B","G","F",602.3,666.1,610.6,653.3,980,702.46,14
"66476","B",1,"F",1,1,46,1,"B","B","B",482.9,488.9,545.2,396.6,500,482.72,9
"66493","E",1,"M",1,3,25,1,"B","H","C",453.4,505.2,534,405.8,420,463.68,9
"66526","H",2,"M",1,1,18,2,"B","G","G",598.6,657.3,654,756.9,900,713.36,14
"66535","F",2,"M",1,1,18,2,"B","B","C",553.8,393.5,456.7,446.5,580,486.1,9
"66548","J",1,"M",1,1,20,1,"B","H","D",555.6,510,523.3,691.2,540,564.02,11
"66553","H",1,"F",1,1,16,3,"B","F","F",584.2,609.4,601.8,686.7,720,640.42,12
"66558","B",2,"M",1,1,21,2,"B","D","C",483.8,377.6,515.6,621.6,700,539.72,10
"66564","I",3,"M",1,1,18,2,"B","F","F",527.4,636.5,582.4,600.9,820,633.44,12
"66566","O",3,"M",3,1,18,2,"B","F","F",454.8,576.4,578.8,706.6,640,591.32,11
"66567","Q",3,"M",1,1,17,2,"B","E","F",601.2,608.4,600.2,630.6,740,636.08,12
"66569","C",1,"M",1,3,24,1,"B","E","E",586.3,599.4,559.5,575.7,560,576.18,11
"66570","E",2,"F",1,1,18,2,"B","C","C",451.7,429.2,511.5,380.3,340,422.54,8
"66584","G",1,"M",1,1,18,1,"B","F","F",598.6,588,585.9,646.1,640,611.72,12
"66585","C",1,"M",3,3,18,1,"B","D","D",522.2,566,569.7,580.6,520,551.7,11
"66587","N",3,"F",1,1,17,2,"B","F","F",627.1,630.4,598.7,705,800,672.24,13
"66595","C",1,"F",1,1,19,1,"B","H","E",342.9,373,481.7,446.7,320,392.86,7
"66600","N",1,"F",1,3,15,3,"B","G","F",554.4,589.8,616,671.2,760,638.28,12
"66605","J",3,"F",1,1,18,2,"B","G","G",481.1,628,563.2,675.5,640,597.56,11
"66624","E",1,"F",3,1,20,1,"B","E","H",409.3,440.1,555.8,567.9,420,478.62,9
"66627","P",3,"F",1,1,17,2,"B","E","G",554.9,603.2,522.9,652.5,520,570.7,11
"66644","N",1,"F",1,1,16,3,"B","F","G",591.2,595.1,573.2,700.4,680,627.98,12
"66645","I",1,"F",1,1,16,3,"B","F","E",560.8,614.4,621.9,720.4,920,687.5,13
"66646","E",2,"M",1,1,18,2,"B","C","G",487.8,519.8,522.5,605.8,600,547.18,10
"66684","E",2,"M",1,1,17,2,"B","E","F",489.7,521.1,584,577.9,740,582.54,11
"66688","F",1,"F",1,1,18,1,"B","E","F",496.5,599.3,541.5,561.5,920,623.76,12
"66697","D",1,"M",2,3,60,1,"B","H","C",559,529,526.4,518.3,500,526.54,10
"66700","D",3,"F",1,1,18,2,"B","D","D",565.8,596.4,563.6,597.5,500,564.66,11
"66704","E",1,"F",1,1,23,1,"B","C","C",486.4,565.6,467.9,444.7,600,512.92,10
"66724","C",1,"M",1,1,27,1,"A","E","E",391.2,420.5,423.2,554.2,280,413.82,8
"66731","E",2,"M",1,1,17,2,"B","F","F",415.1,464.1,528,421.1,560,477.66,9
"66745","C",1,"M",1,1,20,1,"B","H","E",469.8,588.2,559.9,653.4,700,594.26,11
"66752","G",3,"M",0,1,17,2,"B","F","E",579.3,630,574.7,777.4,860,684.28,13
"66769","L",1,"F",1,1,24,1,"B","F","G",615.1,648.5,613.9,692.3,800,673.96,13
"66772","P",3,"F",0,1,17,2,"B","E","F",513,485.8,491.4,484.6,460,486.96,9
"66778","G",1,"F",1,3,16,3,"B","F","E",542.4,485.4,560.7,622.2,380,518.14,10
"66782","J",1,"F",1,1,20,1,"B","C","C",485.2,562.5,587.9,523.1,520,535.74,10
"66787","B",1,"M",1,3,18,1,"B","F","C",521.7,569.7,534.9,737.6,800,632.78,12
"66800","C",1,"M",1,1,20,1,"B","H","D",610.5,629.1,586.1,789.6,880,699.06,13
"66802","D",2,"M",1,2,18,2,"B","D","D",403.3,436.9,383.5,473.6,260,391.46,7
"66804","Q",3,"M",1,1,18,2,"B","G","G",608.6,630.3,616.1,785.1,780,684.02,13
"66805","H",1,"F",1,1,17,3,"B","E","F",467,513.1,451.3,540.8,420,478.44,9
"66812","C",1,"F",1,3,24,1,"B","B","A",480.5,475.1,561.1,443.9,520,496.12,9
"66817","C",1,"F",1,1,29,1,"B","H","B",498,560.3,558.5,438.6,800,571.08,11
"66834","P",3,"M",1,0,17,2,"B","G","G",545.1,586.7,614.4,702.3,700,629.7,12
"66841","D",1,"M",1,2,21,1,"B","E","D",443.7,477.3,455.8,576.6,620,514.68,10
"66843","P",1,"F",1,1,17,3,"B","G","G",525.2,597.8,609.3,634.8,800,633.42,12
"66857","G",1,"F",1,1,21,1,"B","D","E",417.1,482,492,412.2,660,492.66,9
"66939","E",1,"F",3,1,33,1,"B","E","B",365.2,471.3,518.1,459.2,300,422.76,8
"66945","A",1,"M",1,3,24,1,"B","B","B",529.4,555.2,579.9,548.6,620,566.62,11
"66946","D",1,"M",1,2,29,1,"B","B","E",405.8,508.7,511.9,472.6,440,467.8,9
"67016","F",2,"M",1,1,18,2,"B","E","E",537.6,599.6,559.8,657.6,860,642.92,12
"67038","C",1,"F",1,1,18,1,"B","C","D",388.5,484.1,536.8,591,560,512.08,10
"67039","C",2,"M",1,3,18,2,"A","E","E",490.7,503.7,568.4,605.1,640,561.58,11
"67046","J",1,"M",1,1,22,1,"B","E","G",704.5,720.8,666.9,799.1,920,762.26,15
"67064","E",1,"M",1,1,18,1,"B","C","E",452.3,557.9,505.8,458.4,500,494.88,9
"67065","Q",1,"F",1,1,17,3,"B","G","F",542.2,604.3,585,632.5,600,592.8,11
"67077","N",1,"F",1,1,19,1,"B","F","F",601.1,634.4,630.7,664.6,760,658.16,13
"67079","G",1,"M",1,1,18,1,"B","C","C",606.1,611.7,616.4,732.8,900,693.4,13
"67081","N",1,"M",1,1,18,3,"B","G","F",518.2,546.7,539.4,441.5,0,409.16,8
"67088","K",3,"F",1,1,18,2,"B","F","F",578.9,582.9,546.9,712.9,620,608.32,12
"67092","O",1,"F",1,5,15,3,"B","G","G",405,527,547.4,545.6,340,473,9
"67093","Q",1,"F",0,1,16,3,"B","G","G",608.6,654.8,620.5,708.7,880,694.52,13
"67127","C",1,"M",1,1,19,1,"B","B","B",541.5,598,597,722.3,840,659.76,13
"67147","C",2,"F",1,1,18,2,"B","H","E",471.1,554.3,571.5,612.9,620,565.96,11
"67160","C",1,"M",1,1,24,1,"B","H","C",431.4,488.3,470.2,378.4,280,409.66,8
"67163","C",2,"F",1,3,33,2,"B","H","H",500.4,559.5,584.5,590.5,580,562.98,11
"67168","C",2,"M",1,2,18,2,"B","D","B",459.5,500.3,490.3,571.5,680,540.32,10
"67173","A",1,"M",0,1,25,1,"B","G","G",613,651.4,592.3,685.7,640,636.48,12
"67182","C",1,"M",2,3,40,1,"B","B","B",549.7,465.8,500.1,411.2,600,505.36,10
"67198","E",1,"M",0,2,36,1,"B","B","C",554.6,585.2,586.2,628.1,460,562.82,11
"67205","I",2,"F",1,1,17,2,"B","F","E",452.8,485,539.7,439.8,620,507.46,10
"67211","F",3,"M",1,1,17,2,"B","G","F",627.8,691.9,617.9,825,960,744.52,14
"67236","E",1,"F",1,3,21,1,"B","H","B",490.8,502.8,526.3,523.5,640,536.68,10
"67242","C",1,"M",1,1,17,3,"B","E","F",442.5,489.9,558.7,468.2,660,523.86,10
"67243","Q",3,"F",1,1,18,2,"B","G","G",616.3,648.9,574.9,768.9,800,681.8,13
"67256","F",2,"M",1,1,18,2,"B","E","D",485.5,503.3,407.2,462.3,280,427.66,8
"67262","F",2,"M",0,1,19,2,"B","E","E",558.8,573.2,533.3,512.6,620,559.58,11
"67264","P",2,"F",1,1,17,2,"B","F","G",578.6,615.1,609.2,796.8,780,675.94,13
"67275","J",1,"F",2,1,23,1,"B","H","F",628.7,621.3,595.2,804.7,860,701.98,14
"67277","C",3,"F",1,1,17,2,"B","E","C",530.8,501.7,506.4,589.5,880,601.68,12
"67292","D",2,"F",1,1,18,2,"B","E","B",508.3,598.5,582.9,465.9,720,575.12,11
"67296","C",2,"M",1,1,18,2,"B","D","E",554.3,663.6,646.3,698.8,700,652.6,13
"67346","G",3,"M",1,1,19,2,"B","E","G",581.5,514.5,534.8,630.1,580,568.18,11
"67347","G",1,"F",1,1,21,1,"B","D","C",497.7,436.2,546.6,533.5,480,498.8,9
"67391","D",1,"F",1,1,20,1,"B","D","E",506.4,553,569.9,559.2,560,549.7,10
"67434","C",1,"F",1,2,34,1,"B","B","F",433,617.4,584.8,545.7,640,564.18,11
"67447","E",2,"M",1,1,18,2,"B","G","F",583,599.8,604.5,724.8,660,634.42,12
"67452","D",1,"M",1,1,28,1,"B","F","G",568.7,587,606.6,609.3,540,582.32,11
"67460","C",1,"F",1,1,18,3,"B","H","E",550.8,574.3,552.8,590.2,0,453.62,9
"67461","D",2,"F",1,3,17,2,"B","B","B",442.2,533.7,545.2,510.2,560,518.26,10
"67462","D",2,"F",1,3,18,2,"B","C","D",535.5,551.2,561.4,433.2,600,536.26,10
"67472","O",3,"M",1,1,17,2,"B","E","F",601.1,537.7,545.9,735.6,520,588.06,11
"67484","C",1,"F",1,1,17,3,"B","D","D",521.2,497.7,499.9,508.5,540,513.46,10
"67487","Q",3,"F",1,1,17,2,"B","G","G",595.8,692.6,632.2,788.6,920,725.84,14
"67499","I",1,"M",1,1,17,3,"B","E","G",550.5,608.2,535.5,548.1,640,576.46,11
"67501","C",2,"F",1,3,19,2,"B","E","B",499.8,544.9,533.4,511.8,580,533.98,10
"67502","E",1,"M",1,1,23,1,"B","E","E",513.1,602.5,579.3,664.1,580,587.8,11
"67505","C",1,"F",1,1,20,1,"B","B","D",433.2,448.4,496.9,478.8,600,491.46,9
"67520","E",1,"F",0,1,37,1,"B","B","B",520.8,600.5,561.1,555.7,580,563.62,11
"67526","G",1,"F",1,1,24,1,"B","D","E",607.3,667.9,561.9,542.9,840,644,12
"67540","E",3,"F",1,1,17,2,"B","E","F",482.2,613.1,573,676.5,680,604.96,12
"67550","B",1,"F",1,3,36,1,"B","B","B",543.5,489,533.4,549.8,620,547.14,10
"67561","C",1,"F",1,3,23,1,"B","B","B",402.4,350.7,538.4,460.1,500,450.32,9
"67565","E",1,"M",1,2,21,1,"B","E","E",417.6,567.8,560.6,593.9,560,539.98,10
"67577","I",3,"M",1,3,18,2,"B","G","E",679.4,698.6,630.8,828.6,820,731.48,14
"67578","Q",1,"F",1,1,18,1,"B","F","F",672.5,723.1,639.5,822.9,960,763.6,15
"67582","C",1,"M",1,1,19,1,"B","E","E",444.7,398.6,481.6,429,540,458.78,9
"67587","E",2,"M",1,3,18,2,"B","D","D",409.7,564.2,568.5,419.4,640,520.36,10
"67588","G",1,"M",1,1,19,1,"B","E","F",496.8,438.2,557.1,538.3,540,514.08,10
"67608","E",1,"F",1,1,19,1,"B","E","G",605.1,646.9,614,678.3,900,688.86,13
"67618","C",1,"F",2,1,36,1,"B","H","F",376.1,519.6,367.5,401.3,500,432.9,8
"67626","C",2,"F",3,3,18,2,"B","E","E",428.5,460.3,467.4,433.9,0,358.02,7
"67640","Q",3,"M",1,1,18,2,"B","G","F",781.8,672.7,622.1,872,840,757.72,15
"67658","I",1,"M",3,3,54,1,"B","E","E",572.3,596,556.2,545.8,500,554.06,11
"67669","B",2,"M",0,2,21,2,"A","C","B",436.6,479.4,465.2,402.7,520,460.78,9
"67677","N",1,"F",1,3,16,3,"B","H","G",562.6,641.2,582.6,513,660,591.88,11
"67698","B",2,"M",1,1,18,2,"B","F","D",668.8,645.4,593.1,789.4,820,703.34,14
"67700","G",3,"F",1,1,18,2,"B","F","F",411.2,543.1,589.1,472.3,760,555.14,11
"67702","H",1,"F",1,1,18,1,"B","E","F",677.1,673.1,630.5,686.7,860,705.48,14
"67704","E",1,"F",1,1,19,1,"B","C","E",454.4,526.8,573,570.7,580,540.98,10
"67705","F",3,"M",1,1,17,2,"B","D","C",531.5,479.1,492.9,526.1,620,529.92,10
"67714","D",1,"F",1,3,25,1,"A","C","C",442.6,509,534.9,420.7,480,477.44,9
"67723","C",3,"F",1,1,18,2,"B","D","E",612.6,634.4,606,663.5,820,667.3,13
"67730","C",1,"M",1,1,21,1,"B","F","D",567.7,587.3,550.8,651.4,520,575.44,11
"67732","E",1,"M",1,1,22,1,"B","F","E",510.6,401.5,468.5,553.5,460,478.82,9
"67739","L",1,"M",1,1,17,3,"B","E","G",536.4,467,417.4,450.6,600,494.28,9
"67743","D",2,"M",1,3,19,2,"B","D","F",630.8,615.2,610.3,654,700,642.06,12
"67748","K",2,"F",1,1,19,2,"B","E","E",621.1,647.2,592.3,711.2,680,650.36,13
"67754","I",3,"M",1,1,17,2,"B","E","E",634.8,632.3,583.6,688.8,800,667.9,13
"67755","O",1,"M",1,1,31,1,"B","E","E",627.7,735.9,650.6,658.5,600,654.54,13
"67781","H",2,"F",1,1,17,2,"A","F","E",506.8,534.2,566.6,488.5,620,543.22,10
"67787","K",1,"M",1,1,18,3,"B","E","E",640.6,635.9,626,774,640,663.3,13
"67801","D",1,"F",1,1,19,1,"B","B","B",473.4,608.4,585.9,656.6,520,568.86,11
"67808","E",1,"F",1,1,17,3,"B","H","E",425.1,394.7,399,522.4,280,404.24,8
"67822","O",3,"F",1,1,17,2,"B","G","G",577.5,623.7,602.6,696.9,640,628.14,12
"67823","H",1,"F",1,2,16,3,"B","G","G",522.8,560.1,592.5,511.6,740,585.4,11
"67842","M",1,"F",1,1,22,1,"B","F","E",711.9,738,660.4,889.8,980,796.02,15
"67844","P",3,"M",1,1,17,2,"B","F","G",556.9,570.9,545.2,658.7,640,594.34,11
"67850","J",1,"M",1,1,20,1,"B","F","F",737.1,574.9,561.5,897.5,700,694.2,13
"67855","O",3,"F",1,1,17,2,"B","G","G",493.5,600.4,608.8,665.3,840,641.6,12
"67871","G",3,"F",1,1,17,2,"B","E","E",451.1,576.2,597.5,467.9,640,546.54,10
"67878","H",1,"M",0,1,32,1,"B","B","D",514.6,593.6,543.5,556.4,560,553.62,11
"67883","D",1,"F",3,1,41,1,"A","B","C",401.6,508.7,503.8,553.8,520,497.58,9
"67884","L",3,"F",1,1,17,2,"B","F","F",604.3,632.8,568.5,663.3,900,673.78,13
"67894","I",3,"M",0,1,16,2,"B","F","D",599.9,600.6,599,782.6,740,664.42,13
"67932","N",1,"M",1,3,19,1,"B","G","F",619.5,661.8,613.1,797.3,720,682.34,13
"67945","H",1,"F",2,1,41,1,"B","E","E",445.2,538.7,501.2,435.4,500,484.1,9
"67969","L",1,"M",1,3,17,3,"B","E","E",613.4,652.4,642.1,699.2,680,657.42,13
"67981","G",1,"F",1,1,23,1,"B","D","F",490.6,536.7,576.6,583,580,553.38,11
"67992","G",1,"M",1,3,25,1,"B","F","E",539.2,428.7,566.8,600.7,620,551.08,11
"68040","E",2,"F",1,1,18,2,"B","E","C",413.4,481.6,489.1,407.1,520,462.24,9
"68068","C",1,"F",1,1,20,1,"B","C","C",446.3,513.5,519.6,425.4,460,472.96,9
"68071","G",1,"M",1,2,16,3,"B","F","E",434.7,331.1,501.7,624.9,520,482.48,9
"68072","B",1,"M",1,1,16,3,"A","E","E",510.4,510.2,566.8,468.1,440,499.1,9
"68115","M",1,"F",1,1,19,1,"B","E","E",576.8,615,601.4,702.9,720,643.22,12
"68156","C",1,"F",1,3,38,1,"B","A","A",380.3,428.2,443.5,430.8,560,448.56,8
"68165","G",2,"F",1,1,18,2,"B","E","C",362,543.1,548.6,472.6,640,513.26,10
"68168","Q",2,"M",1,1,17,2,"B","G","G",574.6,572.4,588.4,772.4,660,633.56,12
"68174","F",1,"M",1,1,19,1,"B","F","E",561.5,610.5,584.9,643.3,500,580.04,11
"68194","D",2,"M",2,1,17,2,"B","D","E",553,536.1,518.3,450.9,460,503.66,10
"68205","O",1,"F",1,1,16,3,"B","G","E",512.7,511.4,563,656.8,520,552.78,11
"68209","E",1,"M",0,1,21,1,"B","E","F",569.8,536.3,536.5,493.1,540,535.14,10
"68214","P",1,"F",1,1,17,3,"B","G","G",505.1,501.3,534.4,517.4,600,531.64,10
"68261","E",1,"F",0,3,32,1,"B","B","A",549,525.5,545.2,566.7,580,553.28,11
"68273","B",1,"F",1,3,21,1,"B","H","H",519.3,536,505.2,429.6,580,514.02,10
"68287","B",1,"M",1,1,20,1,"B","C","E",427.3,475.3,511.6,389.2,500,460.68,9
"68300","F",1,"M",1,3,19,1,"B","H","F",520.1,483.2,598,614.3,620,567.12,11
"68321","C",1,"F",1,3,28,1,"A","B","B",414.7,485.2,461.4,412.2,580,470.7,9
"68329","O",1,"F",1,1,16,3,"B","G","G",519.4,608.3,565.3,562.5,840,619.1,12
"68343","C",1,"M",1,1,16,3,"B","H","E",443.9,551.8,589.3,478.6,620,536.72,10
"68357","G",1,"F",1,3,22,1,"B","E","E",558.3,547.5,599.5,692.6,580,595.58,11
"68379","K",1,"M",1,0,16,3,"B","F","G",506.8,529.8,527.5,581,560,541.02,10
"68401","N",3,"M",1,1,18,2,"B","F","G",615.6,622.5,618.2,796.9,820,694.64,13
"68402","I",3,"M",1,1,17,2,"B","F","G",560.5,548.8,576.4,725.4,540,590.22,11
"68412","H",2,"M",1,1,17,2,"B","E","F",501.4,454,435.2,725.3,600,543.18,10
"68415","G",2,"F",1,3,18,2,"B","C","E",418.1,479,506.4,487.7,580,494.24,9
"68429","C",1,"F",1,1,35,1,"B","H","H",509.1,500.9,526.2,478.4,320,466.92,9
"68454","E",1,"F",1,1,18,1,"B","E","G",585.1,576.5,556,690.4,640,609.6,12
"68466","P",1,"M",1,1,18,1,"B","H","H",637.3,577.7,565.1,732.2,320,566.46,11
"68475","I",1,"M",1,1,20,1,"B","E","D",550.2,573.4,347.1,501.5,620,518.44,10
"68477","E",1,"F",1,1,19,1,"B","E","E",424.3,358.7,419.1,462.7,480,428.96,8
"68486","E",1,"F",1,1,20,1,"B","C","F",603.4,649.5,596.9,689.6,780,663.88,13
"68492","F",1,"F",1,1,21,1,"B","E","F",518.4,629.4,610.5,689.7,680,625.6,12
"68513","I",2,"M",1,1,20,2,"B","C","D",465,532.2,534.2,484.6,480,499.2,9
"68522","B",1,"M",1,3,32,1,"A","B","C",412.7,380.2,473.6,466.6,200,386.62,7
"68535","O",1,"M",2,4,16,3,"B","G","E",591.6,550.4,577.1,658.8,620,599.58,11
"68536","P",1,"F",1,1,19,1,"B","E","E",563.4,571.3,636.6,645.3,680,619.32,12
"68546","C",1,"F",1,2,20,1,"B","D","B",458.3,517.2,570.5,413.3,560,503.86,10
"68557","J",1,"F",0,1,25,1,"B","D","E",564.5,488.2,589.8,609.9,560,562.48,11
"68573","G",2,"F",1,0,18,2,"A","C","B",450.5,476.2,513.4,447.3,600,497.48,9
"68575","C",1,"M",1,3,26,1,"B","E","D",485.9,636.6,555.3,722.4,600,600.04,12
"68586","F",1,"M",1,1,21,1,"B","E","D",422.2,520.7,535.5,414.8,300,438.64,8
"68590","F",1,"M",1,1,20,1,"B","E","E",535.3,532.1,571.1,489,780,581.5,11
"68602","N",3,"F",1,1,18,2,"B","F","E",533.9,591,443.8,619.9,600,557.72,11
"68630","G",1,"F",1,3,22,1,"B","H","B",401.4,444.9,444.9,425,440,431.24,8
"68639","J",1,"F",1,3,20,1,"B","E","D",564.8,595.8,561.2,503.4,580,561.04,11
"68674","D",2,"F",1,1,18,2,"B","D","E",539.7,562.8,575,516.2,900,618.74,12
"68693","I",3,"F",1,1,17,2,"B","D","G",495.6,510.8,550.2,602.2,400,511.76,10
"68727","H",3,"F",1,1,18,2,"B","G","F",625.3,598.3,595.2,735.1,780,666.78,13
"68746","G",1,"M",1,1,18,1,"B","E","E",478.2,543.1,542.2,491.6,660,543.02,10
"68761","E",1,"F",1,3,17,3,"B","E","F",585.6,581.8,588.1,673.8,560,597.86,11
"68773","G",3,"M",1,1,18,2,"B","F","G",599.6,552.1,567.8,597.3,680,599.36,11
"68784","B",2,"F",1,3,18,2,"B","E","B",592,587.6,594.8,548.9,740,612.66,12
"68798","J",2,"M",1,3,18,2,"B","C","B",370.8,478.9,497.8,516.8,460,464.86,9
"68808","Q",1,"M",1,1,19,1,"B","D","F",561.7,584,595.2,661.1,540,588.4,11
"68813","C",1,"F",1,0,26,1,"B","E","E",446.1,569.5,621.1,585.4,600,564.42,11
"68815","C",2,"M",1,3,18,2,"B","A","C",444.8,565.1,565.6,406.1,600,516.32,10
"68827","C",1,"M",0,3,20,1,"B","E","B",395.8,464.3,502.8,501.7,340,440.92,8
"68838","K",3,"F",1,1,18,2,"B","E","G",531.9,605.1,592.3,608.8,760,619.62,12
"68847","F",1,"F",1,3,28,1,"B","D","D",417.1,518.1,593.5,577.3,720,565.2,11
"68849","E",1,"F",1,1,22,1,"B","C","C",399.7,509.9,494.9,480,600,496.9,9
"68856","E",2,"F",1,1,17,2,"B","C","E",524,543.2,534.1,382.9,0,396.84,7
"68889","H",1,"F",1,1,23,1,"B","E","G",647.8,602.7,591.8,765.3,780,677.52,13
"68904","C",1,"M",1,3,25,1,"A","A","A",544.1,577,614.3,439.2,580,550.92,11
"68908","N",2,"F",1,2,17,2,"B","E","E",451.2,502.6,507.3,361.3,580,480.48,9
"68913","Q",3,"M",1,1,17,2,"B","G","F",704.1,722.3,629.5,850.6,820,745.3,14
"68917","Q",3,"F",1,2,18,2,"B","F","F",514.9,593.6,605.9,676.5,720,622.18,12
"68920","J",1,"M",1,1,16,3,"B","F","F",495.9,500.6,569.7,486.3,440,498.5,9
"68923","M",1,"M",1,1,17,3,"B","E","E",448.1,424,505,607.2,560,508.86,10
"68925","B",2,"F",1,2,18,2,"B","E","E",471.9,390.3,543.3,470,780,531.1,10
"68937","K",1,"M",1,1,20,1,"B","C","B",409.1,565.7,519.5,460.6,560,502.98,10
"68940","I",3,"M",1,1,18,2,"B","F","G",469.9,554.7,573.2,557.6,500,531.08,10
"68964","Q",3,"M",1,1,17,2,"B","G","G",565.1,555.7,549.8,687.3,600,591.58,11
"68966","E",1,"M",1,1,23,1,"B","F","F",608.6,639.7,592.1,601.1,700,628.3,12
"68968","E",1,"M",1,3,22,1,"A","B","A",388.5,437.5,454.6,378.1,220,375.74,7
"68978","E",2,"F",1,3,22,2,"B","D","C",475.1,521,532.5,427.3,580,507.18,10
"69002","G",1,"F",1,2,17,3,"B","D","H",401.4,373.1,524,388.3,0,337.36,6
"69031","N",3,"F",1,1,17,2,"B","G","G",503.4,541.4,586.3,480.4,340,490.3,9
"69040","E",2,"F",1,3,17,2,"A","E","E",389.9,461.5,519.8,426.6,600,479.56,9
"69075","D",1,"F",1,1,22,1,"B","E","E",485,468.9,531.8,442,320,449.54,8
"69081","M",1,"M",1,1,16,3,"B","G","E",427.7,480.4,542.1,441.1,300,438.26,8
"69095","B",1,"F",1,3,23,1,"A","B","D",384.6,402.8,387,427.8,540,428.44,8
"69100","H",1,"F",1,1,17,3,"B","C","C",401.3,464.8,525.9,425.4,560,475.48,9
"69138","C",1,"F",1,1,18,1,"B","G","E",495.7,458.9,534.6,530,700,543.84,10
"69151","I",1,"M",0,3,29,1,"B","E","G",587.2,606.1,590.1,632.6,640,611.2,12
"69153","M",1,"M",1,1,21,1,"B","D","G",441.3,561.7,592.6,645.5,320,512.22,10
"69168","E",1,"M",2,1,32,1,"B","E","G",590.1,616.7,587.4,749.9,600,628.82,12
"69171","Q",3,"M",1,1,17,2,"B","F","G",623.7,621.2,606.3,816.8,900,713.6,14
"69182","I",1,"F",1,1,16,3,"B","H","E",564.1,604.2,593.5,676.5,600,607.66,12
"69185","N",3,"F",1,1,17,2,"B","E","E",493.6,558.8,565.9,722.6,580,584.18,11
"69199","L",1,"F",1,1,17,3,"B","G","E",509.1,533.4,571.3,622.1,580,563.18,11
"69219","C",1,"F",1,1,17,3,"B","D","E",378.6,560.5,531.5,467.6,300,447.64,8
"69235","I",1,"F",1,1,16,3,"B","H","E",582.3,622.4,597.8,709.9,560,614.48,12
"69239","C",2,"F",1,2,18,2,"A","H","C",452.7,473.2,509,434.3,520,477.84,9
"69276","B",2,"F",0,1,40,2,"B","A","A",479.3,554.7,523.6,448.6,480,497.24,9
"69319","H",1,"F",1,0,16,3,"B","E","E",550,580.3,563.9,620.2,580,578.88,11
